Loan.Status,Term,Years.in.current.job,Home.Ownership,Purpose,Current.Loan.Amount,Credit.Score,Annual.Income,Monthly.Debt,Years.of.Credit.History,Months.since.last.delinquent,Number.of.Open.Accounts,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Bankruptcies,Tax.Liens,ID
1,Short Term,10+ years,Home Mortgage,major_purchase,448097.1857760016,684,1760729.8950865394,13234.42734901249,18.1,19.9,7,2,155572.02892193917,226315.67855255152,2,1,8532
1,Short Term,10+ years,Home Mortgage,debt consolidation,191091.70960519445,728,1875491.5513961157,20161.477219941564,16.2,12.7,14,0,231915.74275802862,568941.0346508328,0,0,8535
1,Long Term,10+ years,Rent,debt consolidation,433774.50471205934,674,1579850.4785348002,23567.240375422138,14.5,17.6,10,0,318803.10784982546,495483.35425716813,0,0,8542
1,Short Term,4 years,Own Home,debt consolidation,171752.22680778513,743,1297946.5426452009,9454.021229233122,16,16.1,11,0,123879.24302069793,587862.8252272182,0,0,8544
0,Long Term,10+ years,Home Mortgage,home improvements,295129.2636797613,728,1197665.955074797,25351.013256505736,29.5,5.8,8,2,311941.7475384863,535897.118871219,1,2,8547
1,Short Term,9 years,Home Mortgage,buy a car,205961.59486774393,741,1546751.8450066664,27583.756253270298,25.8,22,19,0,340119.3979373097,510114.3272664687,1,0,8554
1,Long Term,10+ years,Home Mortgage,debt consolidation,533126.4745679037,688,2733757.3887472856,15763.913384055828,18,9.6,7,0,270978.0495463784,310969.81257066346,0,0,8564
1,Short Term,10+ years,Own Home,debt consolidation,494998.82488490484,725,1214746.7355634398,15690.216113867316,24.9,10.8,17,0,571214.4799286757,1299407.3665594535,0,1,8565
1,Short Term,10+ years,Own Home,home improvements,219361.27253442124,741,682024.0707633424,8981.379663988953,24,14,12,2,155991.49028876677,355564.30426406226,2,0,8570
1,Short Term,5 years,Rent,other,442377.8028934191,726,2865389.115494266,28892.337092494607,14.1,12.4,11,0,25194.78403132663,251504.4048852818,0,0,8571
1,Short Term,4 years,Rent,debt consolidation,259335.39649190402,724,970519.510099265,21512.326883028763,24.8,13.4,13,0,221559.48870253714,419188.1130605031,0,1,8575
1,Long Term,3 years,Home Mortgage,debt consolidation,446181.80828086706,616,2124693.0111930133,38774.673547309685,15.2,26.1,23,0,125458.49057629827,290532.24741911946,0,0,8577
1,Long Term,< 1 year,Rent,debt consolidation,302037.2884818322,683,725363.6590843239,17711.117201655437,9.3,24,14,0,254429.90688741987,325158.55364185263,0,0,8580
1,Short Term,10+ years,Home Mortgage,debt consolidation,267321.5126711308,743,1038920.6531614355,7134.548136949215,13.4,22.4,10,0,176473.01422987416,421278.9731662349,1,0,8581
1,Short Term,2 years,Home Mortgage,other,40039.91570883945,743,624283.7578911528,12007.470123940435,17.3,13,11,0,4597.608486025322,11132.769966490858,0,1,8582
0,Short Term,3 years,Own Home,debt consolidation,204270.8356953795,738,557117.9973594486,10725.90614094178,15.2,24.7,14,0,151772.1531604005,717309.9985503326,0,0,8584
0,Short Term,1 year,Home Mortgage,other,107467.43259868238,716,676779.5183333585,13647.367748168366,21.6,20,7,0,201038.66713969756,324675.3614168902,1,0,8593
1,Short Term,n/a,Rent,business loan,111297.95849965722,717,633935.125348111,11412.016863111938,26.3,19,5,0,207101.46682609952,373516.0795515129,1,1,8595
1,Short Term,9 years,Home Mortgage,debt consolidation,267211.9323992328,719,1442385.5733475196,10073.259977317124,16.5,18.8,6,1,319276.2560415459,407573.8114047711,2,0,8598
1,Short Term,10+ years,Rent,debt consolidation,219031.0403095413,626,998676.3689401837,21387.60224027356,11.2,29.8,11,1,93916.453534362,278101.8957400242,1,0,8610
1,Short Term,7 years,Home Mortgage,debt consolidation,189090.92910287867,720,576383.3260133334,12103.790502142567,15.1,27.6,14,0,7372.054980586478,371426.40290635574,0,0,8614
1,Long Term,< 1 year,Own Home,debt consolidation,471943.94268283126,716,1261562.572643439,23233.66242699378,18.4,20.4,13,0,231781.14550619764,619806.522915701,0,0,8621
1,Long Term,10+ years,Home Mortgage,debt consolidation,784718.1937062731,678,2323547.8680541185,18394.19162883981,18.1,7.6,11,0,867462.9053463871,1711116.8960596286,0,0,8624
1,Short Term,5 years,Rent,debt consolidation,53811.83030014368,708,1579792.7433525873,16456.509178615284,13.9,24.2,6,0,17271.284306450656,21515.903991499225,0,0,8625
1,Short Term,4 years,Home Mortgage,buy a car,37552.63797392458,718,1907980.2298919733,20351.770274532413,15.6,25.7,7,1,119358.71037657067,143661.50726192424,0,1,8627
1,Short Term,6 years,Rent,debt consolidation,343421.02253510227,722,1019501.5831580813,15377.001189326333,16.6,7.9,13,0,125781.92584318358,384295.35136043583,0,0,8628
1,Short Term,10+ years,Rent,debt consolidation,156507.76150551517,706,713411.9379952044,15575.76120758168,11.6,27.9,15,0,87761.51912453031,304260.5713945425,0,0,8629
1,Long Term,< 1 year,Rent,buy house,758846.1542274393,703,1778837.5288777738,1988.1028222819916,17.9,13.9,10,1,37108.84693537566,859430.2371530132,1,1,8630
1,Long Term,9 years,Own Home,debt consolidation,210890.37672265846,671,967557.0677548918,12982.682161400384,20.3,9.4,8,2,293150.9719894658,410937.2827700961,0,2,8640
1,Long Term,9 years,Home Mortgage,debt consolidation,275836.8059972748,704,1256393.3597686153,27639.680068095793,23.4,19.5,17,1,110198.504341518,340251.0594248639,1,0,8642
0,Short Term,10+ years,Home Mortgage,medical bills,108131.08566986218,748,1264640.90887884,11593.08133601232,21.7,13.7,13,0,311144.9711163449,943118.249459592,1,0,8644
1,Long Term,9 years,Home Mortgage,debt consolidation,466156.9400583551,747,2300517.40610606,27987.9299483242,34.2,13.8,16,0,455733.5416132561,1891360.7312159347,0,0,8647
1,Short Term,10+ years,Home Mortgage,debt consolidation,197230.22223502534,749,1135554.5941087506,17602.65661325768,16.7,29.7,9,0,300200.8360085657,429679.40092612465,0,0,8649
0,Short Term,6 years,Home Mortgage,debt consolidation,55262.84982291394,722,2386399.3110549306,21674.301098456788,16,13.9,6,1,233167.32261863578,276341.99458378425,0,1,8650
1,Short Term,5 years,Home Mortgage,debt consolidation,108614.24094555236,746,1688455.3037870107,27299.09905310152,18.3,10.6,12,0,171742.26196745882,371668.136698644,0,1,8655
0,Long Term,< 1 year,Rent,business loan,306393.90128516516,705,2608357.8749043336,35648.6705601243,22.2,13.8,14,0,432856.4177964922,639277.3750796654,0,1,8657
1,Short Term,< 1 year,Rent,other,135718.40534880763,712,843885.3627127936,15330.995980838135,24.8,14.5,5,0,22420.787697098967,34760.39263488193,0,1,8658
1,Long Term,7 years,Home Mortgage,debt consolidation,263824.46731534,726,2468270.866354181,22830.691362501217,13.5,11.9,10,3,73111.30101843136,281270.45858561224,1,1,8667
1,Short Term,n/a,Home Mortgage,other,97264.82056024551,701,916371.5399503189,9011.991951948135,30.7,26.5,9,1,62320.400393732154,249655.044351059,0,1,8671
0,Long Term,7 years,Home Mortgage,debt consolidation,713305.6548306632,661,1674204.0476760908,43530.47846714865,11.8,7.9,12,0,436126.2322385715,604779.9715167029,0,0,8677
1,Short Term,10+ years,Home Mortgage,debt consolidation,108260.34045922497,729,959026.0064035255,18061.55729803146,29.2,5.3,11,0,141092.38896888352,326743.22897897614,0,0,8678
1,Short Term,10+ years,Home Mortgage,debt consolidation,450692.52075638657,745,2316822.3724934957,35138.22741121836,22.5,16.1,10,0,557878.6958483455,752860.6080786642,0,0,8685
1,Short Term,2 years,Home Mortgage,debt consolidation,270623.21709319414,740,860300.0475959255,6711.546868858617,15,28.2,10,1,292123.8310643226,686091.9043425125,1,1,8689
1,Short Term,10+ years,Home Mortgage,other,259621.5398434496,729,2017932.5455815082,31782.747497062403,13.8,10.8,6,0,86014.09601474389,199167.19982174414,1,0,8691
1,Short Term,5 years,Home Mortgage,debt consolidation,120581.91785129186,731,948364.1085719715,11379.071438653293,23.4,12.9,9,0,3989.907715201435,6467.097399725935,0,0,8692
1,Long Term,5 years,Rent,debt consolidation,405922.35012494214,682,942400.0117983647,18533.985181144773,22.5,15.7,8,0,379316.316586606,493482.57153644663,1,0,8694
1,Short Term,10+ years,Home Mortgage,debt consolidation,174458.13717805367,709,904057.7318786676,13713.214328732116,18,6.6,8,0,173491.2292282063,390038.95894732093,0,1,8702
1,Short Term,10+ years,Home Mortgage,debt consolidation,108108.0949832713,704,1161088.8941036733,8784.193200520362,15.1,17.3,27,7,48774.226761825164,64985.582127006026,0,5,8703
1,Short Term,9 years,Home Mortgage,other,331233.0664496066,725,991497.5444931785,17071.523337706512,18.9,9.8,15,0,275347.94505029323,888118.9621251073,0,3,8705
1,Short Term,1 year,Rent,debt consolidation,217910.35861525286,722,1505559.4086869922,18441.216512408693,19.1,8.1,14,1,28956.073655663295,364517.98899302643,0,0,8706
1,Short Term,4 years,Home Mortgage,debt consolidation,131074.8470804147,709,1588229.9829999858,19323.515512085858,27.6,27.7,7,0,83770.44734320004,146297.94598283354,0,0,8712
1,Long Term,n/a,Own Home,buy a car,275616.8105064894,652,627131.4182790793,16565.85024161519,18.7,21.1,12,2,169820.30301802268,348018.62553780206,2,1,8715
1,Short Term,5 years,Home Mortgage,home improvements,61929.027937958286,747,1967565.7372879349,23120.868474162584,22,25.8,11,0,10013.378261634529,141349.7749476848,0,0,8718
1,Short Term,8 years,Home Mortgage,debt consolidation,478148.2502227432,740,1520380.1344939708,19131.932579830744,17.7,5.8,11,0,166173.50142727763,593845.6933740549,0,0,8722
1,Long Term,< 1 year,Home Mortgage,debt consolidation,543178.1409972303,694,3321292.1936043655,35148.699434868715,19.6,8.7,15,1,207668.2815774836,273877.8597391408,0,2,8725
0,Short Term,< 1 year,Home Mortgage,debt consolidation,165880.37600611523,739,744932.149407851,12041.717005403108,16.9,10.9,7,0,62299.677490273905,546545.5983508225,0,0,8727
1,Short Term,3 years,Rent,debt consolidation,767228.8555986302,714,1855294.412758335,33551.12909027736,12.9,5.5,16,0,116962.55600334231,868118.5961901665,0,0,8728
1,Long Term,10+ years,Home Mortgage,debt consolidation,234477.19368308768,702,778847.736033263,15511.871051826445,15.1,18.9,13,0,143659.85111310554,261558.54449542152,0,1,8729
1,Short Term,2 years,Rent,debt consolidation,186582.87460425403,735,613833.2590196368,8032.381745738892,10.4,12.8,13,1,126976.07853615443,437535.37362893403,2,0,8731
1,Short Term,5 years,Rent,other,201629.00945125223,695,1052428.689482282,12101.73374167306,11.6,7.2,15,2,65910.5894485902,183920.06066172724,1,3,8732
0,Short Term,2 years,Home Mortgage,home improvements,133693.5130545828,742,2078466.9129281167,30484.102209630364,17.6,4.5,13,0,349067.4621674362,677028.9076223265,0,1,8734
1,Short Term,n/a,Rent,debt consolidation,102321.74993396869,717,1406532.5738195593,15706.129991723114,22.8,18.4,9,2,150897.3787738226,226313.38338853058,1,1,8735
1,Short Term,3 years,Rent,other,322103.53915138636,706,3709103.309635912,35236.29314801422,14.5,25.4,12,0,52174.57923286719,137940.39404675868,1,0,8737
1,Short Term,7 years,Home Mortgage,debt consolidation,539395.0001043847,707,1881969.304464842,23071.006423701114,23.2,16.9,12,1,195225.38151702026,336380.94114797027,1,0,8738
1,Short Term,8 years,Home Mortgage,debt consolidation,478148.2502227432,740,1520380.1344939708,19131.932579830744,17.7,5.8,11,0,166173.50142727763,593845.6933740549,0,0,8739
0,Short Term,10+ years,Home Mortgage,debt consolidation,423126.4760305715,691,1162346.1559286667,29154.608872013443,20,25.3,18,1,177384.41937350575,321926.76643379685,2,0,8749
0,Long Term,10+ years,Rent,other,90090.71598923483,691,1111615.0125971541,17286.549334221803,36.1,19.9,4,0,0.4761078532007106,0.6834932557845087,0,0,8751
1,Long Term,10+ years,Rent,debt consolidation,333168.8952451923,684,1246855.3736594361,17872.035046363188,14.9,16.1,19,1,177783.275738392,883497.59293060645,1,0,8752
0,Short Term,10+ years,Home Mortgage,home improvements,424644.3061653639,746,1216228.7870145587,18648.497705394147,33.6,26.5,15,0,693347.2548401073,1788025.8747846475,0,0,8753
1,Short Term,10+ years,Home Mortgage,debt consolidation,220154.66365001694,742,1521063.317051743,21926.432058949267,38.9,7.8,12,0,105487.89354747048,268444.3400299339,0,0,8754
1,Short Term,1 year,Rent,debt consolidation,676303.0545830975,677,1849593.5331754594,14365.995854777053,20.7,7.1,13,0,331494.86693189904,577170.8510596914,0,0,8755
1,Short Term,7 years,Rent,debt consolidation,118318.15850903776,727,1162229.7966016245,15786.68078410892,17.6,16.4,7,0,550961.569863896,726593.435952027,0,0,8757
1,Short Term,< 1 year,Home Mortgage,debt consolidation,134001.90784438455,735,1303798.2111224884,23141.27251741885,23.3,15.2,17,0,442092.4031746467,773256.960373555,0,0,8758
1,Short Term,10+ years,Home Mortgage,other,337701.18089581974,709,1069357.4337525698,18267.34313027912,11.1,10.9,18,2,139687.12714723503,974400.5119024735,0,1,8761
1,Short Term,5 years,Rent,debt consolidation,89231.29250206497,720,577979.5137807596,5828.841161435166,13.3,16,12,2,75372.66024967372,127226.23564361513,1,0,8764
1,Long Term,10+ years,Rent,debt consolidation,360732.3518284317,666,1563529.106415961,11726.037937408826,14.9,24.7,18,1,84246.91273829929,153384.58110062656,1,1,8767
0,Long Term,9 years,Rent,debt consolidation,49499.93253765775,732,1263045.6323442226,14441.893375747772,15.3,22.3,4,0,0.9755587095370067,0,0,0,8770
1,Long Term,2 years,Home Mortgage,other,269718.73410956055,672,1261807.8109545896,20923.247000402396,17.1,17.4,9,1,445112.0801105646,706990.9953259706,0,0,8772
1,Short Term,2 years,Own Home,major_purchase,155959.40625813758,714,673454.9646971457,4889.2834079250515,11.9,27.9,8,2,7449.433177322473,57858.83352713773,1,1,8775
0,Long Term,6 years,Home Mortgage,home improvements,544017.0965636161,670,1841707.8343583115,22099.723482904323,14.5,16,8,3,79153.79284827644,104523.61258628085,0,3,8779
0,Long Term,10+ years,Home Mortgage,debt consolidation,536427.4228854581,714,1204504.1659038546,14452.543012157541,25.1,15.3,8,2,137368.34180979055,542850.2527470589,2,2,8780
1,Short Term,10+ years,Rent,debt consolidation,276252.0104254517,731,2384936.85984119,36370.120619103385,20.1,12.2,20,0,372951.6158341686,901538.8522429379,1,0,8782
1,Short Term,3 years,Home Mortgage,debt consolidation,390654.3009031988,746,1555720.0818058273,17631.646001437715,27.1,15.7,7,1,543608.1912143584,751145.9391888237,2,1,8783
0,Short Term,3 years,Home Mortgage,debt consolidation,221714.26578277518,742,1148892.41785801,13309.335332433016,14.1,24.4,20,0,289521.877311487,768878.6465185811,0,0,8786
1,Long Term,10+ years,Home Mortgage,debt consolidation,628472.4575680832,677,1235740.3054190644,26567.948698280492,26.3,5.3,11,0,252872.1662668828,603702.7313238219,0,0,8790
1,Short Term,n/a,Home Mortgage,debt consolidation,85139.66725177043,702,565381.6473332832,9563.265782145902,22.3,10.8,5,1,8756.014047667762,37598.34268038896,1,0,8792
1,Long Term,8 years,Home Mortgage,debt consolidation,389313.0359066648,712,933942.7744722547,14319.390535619808,18.3,14.4,18,2,487938.96253622486,1681458.5367533145,2,0,8795
1,Short Term,n/a,Home Mortgage,debt consolidation,135058.79942750096,733,913633.2104529919,24819.33958595053,10.4,23.7,7,0,255206.2506788786,335412.26424025197,0,0,8798
1,Long Term,5 years,Home Mortgage,debt consolidation,448712.90325703623,683,968826.7408232178,24945.15206460918,14.4,18.8,19,0,528976.340803666,972245.9384200556,0,0,8802
0,Long Term,2 years,Home Mortgage,debt consolidation,266903.2168061229,625,949315.3204331236,10599.416580839888,20.5,12.8,14,1,322791.4377167818,1044012.1292916988,1,0,8803
1,Short Term,8 years,Home Mortgage,debt consolidation,174898.76981999868,733,1416163.4346035009,19116.49241674355,19.6,14.4,15,1,776131.8401500115,1492832.135339869,1,0,8805
0,Long Term,10+ years,Home Mortgage,debt consolidation,261316.01953768882,636,1090752.6938374455,15271.014550025226,23.2,12.6,16,0,156408.50069693392,187285.88992542133,0,0,8809
1,Short Term,5 years,Home Mortgage,debt consolidation,739396.942987379,699,2770161.4970453256,48707.591809732214,25.4,25.3,14,0,348801.7114378169,449260.500122956,0,0,8811
0,Short Term,8 years,Home Mortgage,debt consolidation,332045.7018789857,743,707350.7997477979,11376.315350057823,11.7,16.7,4,1,46874.24849305452,95238.97557924289,1,0,8812
0,Short Term,7 years,Rent,debt consolidation,435292.6541523767,686,1447344.4547087587,27741.462693990834,14.1,3.1,17,0,332613.4845600383,753653.901747147,0,1,8815
0,Short Term,1 year,Home Mortgage,debt consolidation,210122.3026932329,725,1077471.8611639244,8907.311188091993,14.3,15.2,14,0,96709.40319059318,193072.64463934148,0,0,8816
1,Long Term,4 years,Own Home,debt consolidation,645766.1419546722,700,1746328.3168835551,16590.243230178527,19.2,11.7,16,0,261097.71854076235,419913.3433028669,0,0,8817
1,Long Term,3 years,Home Mortgage,debt consolidation,270268.9697260141,737,3056624.3579866374,29547.557259375815,15.4,8.1,11,0,138851.99231241856,296076.2588635698,1,0,8820
1,Short Term,< 1 year,Rent,other,110062.96138955874,737,608304.065938106,8060.018187024424,15.2,26.1,1,1,1120.5433129100309,17532.43257733197,0,0,8821
1,Short Term,3 years,Rent,other,137720.1548821979,714,743431.7729967718,11213.045067598954,15.7,10.8,9,0,194921.2798005684,374309.5430890453,0,0,8824
1,Short Term,6 years,Home Mortgage,debt consolidation,606210.6990236103,738,2150267.1914009275,44439.210867164664,26.2,17,11,0,654757.1538510877,1045726.5081312945,0,0,8827
1,Short Term,5 years,Home Mortgage,home improvements,158246.87275276566,707,1246857.8927440194,17559.44655049295,13.7,18.7,6,1,47442.60374433661,175493.56042142076,2,0,8828
1,Long Term,2 years,Home Mortgage,debt consolidation,409395.67940742103,710,1605424.2914108234,22476.595493678513,38.8,12.1,12,0,163533.32748478217,278872.7249588004,0,0,8830
1,Short Term,4 years,Home Mortgage,debt consolidation,248554.43421067556,729,1372387.223044111,25274.261153087366,14.6,9.6,9,0,264992.71576984564,360580.9192728234,0,0,8834
0,Short Term,10+ years,Home Mortgage,debt consolidation,371159.80756186985,743,2026939.7720404477,43749.20227401976,18,8.6,10,0,74422.46439418361,327669.1358962151,0,0,8836
1,Short Term,10+ years,Home Mortgage,debt consolidation,335743.98663866817,721,1353142.2241595692,14772.832638309428,15.8,6.5,13,0,269344.1259660987,604427.4295962699,0,0,8840
1,Short Term,2 years,Rent,business loan,324896.2069750742,693,2338938.4058325198,21050.141313104526,23.5,11.6,9,0,77595.28958753498,331517.65321263083,0,1,8842
1,Short Term,1 year,Rent,debt consolidation,756998.082344501,734,2110709.747525688,17588.273775379683,21.2,2.1,12,0,495024.94363920344,1248785.7830596797,0,0,8843
1,Short Term,2 years,Home Mortgage,debt consolidation,756535.9887082864,715,2426774.25146722,33367.74999776448,10.1,8.8,18,0,955661.9534582134,1911160.5718563383,0,0,8845
1,Long Term,10+ years,Home Mortgage,home improvements,751365.1512143661,680,1854019.9815224593,7662.642804776824,28.3,17.8,7,0,17347.459671254863,184337.00744216266,0,0,8846
1,Short Term,6 years,Home Mortgage,debt consolidation,100760.8819120673,704,754109.5940855554,16276.637457839957,12.8,12.3,6,1,95874.61370690003,141064.6531662408,0,0,8848
0,Short Term,1 year,Rent,other,128917.62949130229,736,620084.7011857015,10181.008512647528,14.5,29,6,0,39443.672273869386,127226.72580764236,0,0,8849
1,Long Term,3 years,Home Mortgage,debt consolidation,249479.36709871842,709,1124153.2660621242,7925.308953335138,15,14.8,3,0,160569.42922579244,701580.5912831151,0,0,8850
1,Short Term,3 years,Home Mortgage,other,327823.65310136735,697,1031206.9091223108,16242.391558394485,38.8,19.4,13,0,205294.61339129793,620684.8446099135,0,0,8851
1,Short Term,4 years,Rent,debt consolidation,386144.8258642438,722,889296.0693438206,23047.76150357663,32.5,23.7,10,1,113487.59131830171,197317.2176355823,0,0,8858
1,Short Term,6 years,Rent,debt consolidation,91804.99383790675,731,815459.3460843151,11824.879285141733,18.8,14.3,11,0,103568.17820969736,179277.05733212948,2,0,8864
1,Short Term,10+ years,Home Mortgage,debt consolidation,269258.3748826544,733,1123926.1188693189,9552.899812104548,27.1,23.2,6,0,117229.89006917705,255661.85323002946,0,0,8865
1,Long Term,10+ years,Home Mortgage,debt consolidation,464441.05530809006,674,999819.3383248874,21496.615647304538,24.6,8.4,10,0,472264.12683920754,566083.1394701505,1,0,8866
1,Short Term,5 years,Own Home,debt consolidation,104060.06592020347,729,554152.8717487856,9838.004823272495,24.3,27.9,6,0,460180.98178581713,722986.3776712016,0,0,8868
1,Short Term,4 years,Rent,medical bills,354575.414466654,731,2066972.8967425164,16174.550395251501,14.7,20.6,9,0,126635.61073621888,430033.89249266067,0,0,8870
0,Short Term,6 years,Rent,debt consolidation,552200.327709996,729,1144559.9509062357,31570.31220286891,16.1,0.8,30,2,449329.97267976427,852918.1163201185,1,0,8871
1,Short Term,10+ years,Rent,debt consolidation,206270.54891194412,687,1553706.2505241467,14372.177356992033,17.9,17.8,14,0,100376.10718345907,258279.35850000827,1,0,8872
1,Short Term,10+ years,Home Mortgage,debt consolidation,223938.21104635065,728,1351869.465705728,38979.60064095725,19.2,7.1,17,1,298661.1989967849,577322.5842488968,0,2,8877
0,Short Term,8 years,Home Mortgage,other,156529.75860624795,681,984882.5960648109,13624.595802053462,6.6,17.2,6,0,75277.39364203566,100651.30980652107,0,0,8878
1,Short Term,n/a,Home Mortgage,other,134352.21497112373,705,1059990.547391678,8613.399549259357,18.8,23.3,9,1,272193.12969035574,521818.8828068765,2,0,8888
0,Long Term,10+ years,Rent,debt consolidation,759770.9562481567,698,1631016.845810709,37512.162094220905,11.3,3.7,14,0,113467.7043635769,476057.54857204424,0,0,8890
1,Short Term,6 years,Rent,debt consolidation,352880.9839388574,739,1942844.4325667364,13858.159032594851,8.3,14.6,18,0,209302.89527523087,925056.4636424669,0,1,8891
1,Short Term,6 years,Home Mortgage,debt consolidation,335787.02228995296,727,1082619.5622067247,30041.68290315355,14.9,9,13,1,244965.90545315426,521399.80659043865,1,0,8892
1,Short Term,2 years,Home Mortgage,debt consolidation,563529.3073306216,720,1557391.6203982122,26865.070896732166,22.4,8.2,12,2,439052.7132540905,738913.9640109369,1,1,8895
0,Long Term,1 year,Home Mortgage,debt consolidation,716825.5073600842,691,2521150.016390086,44752.288888487616,10.9,19.3,21,0,207348.14509930287,581328.9003391993,0,1,8896
1,Short Term,3 years,Own Home,home improvements,567667.9177601935,676,1024157.839018858,29189.956563565982,13.9,8.4,12,0,98117.1864854811,239163.13426561738,0,0,8897
0,Short Term,6 years,Home Mortgage,debt consolidation,370414.18245827,737,959689.9987537258,18153.64919372423,14.6,28.2,12,0,118654.22464290085,244045.56550833423,0,0,8898
1,Short Term,4 years,Home Mortgage,debt consolidation,131076.1271157409,709,1588229.6497943543,19323.794395998677,25.8,26.9,7,0,83771.19994768761,146298.29858249408,0,0,8900
0,Short Term,10+ years,Home Mortgage,debt consolidation,136158.42344620463,736,267670.4033759385,5707.7822169797055,25.6,9.3,11,0,43698.30037143481,196923.20709027562,0,0,8910
0,Short Term,5 years,Rent,debt consolidation,233705.32165200918,715,1543199.2104051635,772.4952933776992,10.3,3.9,9,0,30020.188969434133,67496.61906530052,0,0,8912
1,Short Term,3 years,Rent,other,155319.66773473515,718,1763029.3776898282,43046.723075108916,7.3,15.5,11,0,181467.9362075058,230648.87582785945,0,0,8914
1,Short Term,n/a,Rent,debt consolidation,120867.53401150405,744,702222.2811189924,3266.082225874177,24.4,27,8,1,85995.51503811548,188958.32944763394,1,0,8917
0,Long Term,4 years,Home Mortgage,other,408013.7227894372,731,704747.2549194252,6459.294735426785,16.6,24.1,9,2,426625.69510998135,856129.7130443732,1,2,8918
1,Short Term,2 years,Home Mortgage,debt consolidation,216744.40371571304,727,1085697.023339615,12394.520839713769,14.1,21,10,0,93270.23208774917,166935.14106633008,0,1,8921
1,Short Term,< 1 year,Rent,other,67320.51077670243,688,1317838.5161875684,22840.996263555237,26.2,28.4,15,0,232767.03437653562,365705.40217136295,0,2,8924
1,Short Term,9 years,Rent,debt consolidation,224708.5261963084,737,985245.0096451696,17815.687040920235,13.3,16.1,8,0,289654.5446563724,427810.23459941463,1,0,8925
1,Long Term,n/a,Rent,debt consolidation,222155.9858267368,696,690706.3944262572,3528.709639213901,14.2,26.9,6,0,88595.68636877304,288970.89318275184,0,0,8926
1,Long Term,1 year,Home Mortgage,debt consolidation,697553.4744860788,709,1385783.278505544,14437.081891790458,22.4,9.2,14,0,584972.6743024251,1205224.15400592,0,0,8927
1,Short Term,4 years,Home Mortgage,debt consolidation,52405.602827223935,718,1791282.1620650871,12747.072424882781,14.7,29,6,3,15199.758919256443,21823.91574758948,2,1,8930
1,Short Term,10+ years,Home Mortgage,debt consolidation,441804.3464615958,738,2289348.406485948,16331.110805757111,32.2,17.4,8,0,440989.87565671914,545534.0084495641,0,0,8932
1,Short Term,< 1 year,Home Mortgage,other,518605.33578457683,680,2799269.8134062532,8631.279415079416,25.4,13.6,10,3,205466.4839808857,477708.99277488166,3,1,8934
1,Short Term,< 1 year,Home Mortgage,debt consolidation,85843.72432979922,732,1037818.0745657473,7731.757064898032,14.5,12.8,12,2,88596.29099682783,563706.3442397757,2,1,8935
1,Short Term,2 years,Rent,debt consolidation,71323.3915833687,706,1106807.98685632,18816.332237144277,18.4,10.5,10,1,126121.56724808033,153076.24174853298,0,2,8936
1,Short Term,5 years,Rent,debt consolidation,222553.7932100924,736,1441531.6077207818,27389.953231366013,15.6,18.3,16,1,208279.0952302292,260436.11930529794,0,2,8937
0,Long Term,10+ years,Own Home,debt consolidation,534070.5078182229,709,1747656.8617515077,37574.25613023001,20.8,12.9,16,0,274188.57945911307,734909.9288534139,0,0,8942
1,Short Term,10+ years,Rent,debt consolidation,523710.06621941726,711,1830021.6602566624,22416.459413680725,22.6,7.7,5,0,215952.46268951622,421695.95352954726,0,2,8949
1,Short Term,3 years,Rent,debt consolidation,311983.3062390083,730,769803.5446207375,22901.802830876357,14.2,11.8,9,0,150766.0759238704,218483.05826369298,0,0,8951
1,Short Term,2 years,Rent,debt consolidation,172062.59927583637,739,390070.6827543217,5722.065998854368,20.6,11.4,4,0,179835.72530395736,365333.50553063385,0,0,8955
1,Long Term,10+ years,Home Mortgage,debt consolidation,467368.2186526046,710,1868650.2063297192,23825.287493541156,21.7,13,14,1,44555.135039130975,142889.5854939347,1,0,8957
1,Long Term,2 years,Rent,debt consolidation,264946.5328804976,683,3146286.2068161494,21393.3177957932,20.3,20.9,5,1,170067.0499164573,252472.08720048855,1,1,8958
1,Long Term,10+ years,Home Mortgage,debt consolidation,501313.77373766346,694,1093128.863017208,24779.339015227615,25.3,29.4,12,0,214206.1895953444,333364.66596909123,0,0,8963
1,Short Term,4 years,Home Mortgage,debt consolidation,389930.08378324483,741,1307787.7334436881,27352.236034825768,15.7,17.5,24,0,91976.19976541075,995299.8963178421,0,0,8976
1,Short Term,9 years,Rent,debt consolidation,560404.0532919656,714,1355136.2625968838,12873.794370265032,14.6,13,17,1,411101.2664937392,1460184.0790679054,0,2,8978
1,Short Term,10+ years,Rent,debt consolidation,330461.7534556406,738,1522128.2570875185,7152.987892314904,13.8,2.1,12,1,272419.3190810267,645061.6452660364,1,0,8981
1,Long Term,10+ years,Home Mortgage,home improvements,659932.7045588277,715,2754867.524338308,39714.951197963666,31,22.8,8,0,926476.9024447425,1347698.3532147994,0,0,8988
1,Short Term,10+ years,Own Home,debt consolidation,51875.06705404604,715,839875.5448502444,15957.4423014605,24,9,10,1,228816.1584737611,644644.7240057231,1,0,8990
1,Long Term,10+ years,Home Mortgage,debt consolidation,469303.6129537651,683,2188876.092472035,44507.058444919785,34.6,0,13,0,370290.77750300546,437976.3341208043,0,1,8995
